REGION,TECHNOLOGY,COMMODITY,YEAR,VALUE
"CLEWSity","IMPDSL001","DSL",2049,72.1890647817224
"CLEWSity","IMPDSL001","DSL",2050,78.3226110103232
"CLEWSity","IMPDSL001","DSL",2051,92.0155230271565
"CLEWSity","IMPDSL001","DSL",2052,119.076008741986
"CLEWSity","IMPDSL001","DSL",2053,147.516837643524
"CLEWSity","IMPDSL001","DSL",2054,176.424155043015
"CLEWSity","IMPDSL001","DSL",2055,208.282734067047
"CLEWSity","IMPGSL001","GSL",2020,1.72646040723982
"CLEWSity","IMPGSL001","GSL",2021,1.64222759376543
"CLEWSity","IMPGSL001","GSL",2022,1.67977718771605
"CLEWSity","IMPGSL001","GSL",2023,1.73421453286765
"CLEWSity","IMPGSL001","GSL",2024,1.77377746558823
"CLEWSity","IMPGSL001","GSL",2025,1.81505944970588
"CLEWSity","IMPGSL001","GSL",2026,1.85479795117647
"CLEWSity","IMPGSL001","GSL",2027,1.89549357654412
"CLEWSity","IMPGSL001","GSL",2028,1.93504143738971
"CLEWSity","IMPGSL001","GSL",2029,1.97631209088235
"CLEWSity","IMPGSL001","GSL",2030,1.99966420367647
"CLEWSity","IMPGSL001","GSL",2031,2.03271932838235
"CLEWSity","IMPGSL001","GSL",2032,2.06453582349265
"CLEWSity","IMPGSL001","GSL",2033,2.0980715675
"CLEWSity","IMPGSL001","GSL",2034,2.13132087658088
"CLEWSity","IMPGSL001","GSL",2035,2.16342555294118
"CLEWSity","IMPGSL001","GSL",2036,2.18830517281545
"CLEWSity","IMPGSL001","GSL",2037,2.21261177331336
"CLEWSity","IMPGSL001","GSL",2038,2.25140640492284
"CLEWSity","IMPGSL001","GSL",2039,2.30333985319445
"CLEWSity","IMPGSL001","GSL",2040,2.36217787896696
"CLEWSity","IMPGSL001","GSL",2041,2.42845108767985
"CLEWSity","IMPGSL001","GSL",2042,2.49535125743736
"CLEWSity","IMPGSL001","GSL",2043,2.56294885894517
"CLEWSity","IMPGSL001","GSL",2044,2.62860930373184
"CLEWSity","IMPGSL001","GSL",2045,2.71239472234205
"CLEWSity","IMPGSL001","GSL",2046,2.79623905529049
"CLEWSity","IMPGSL001","GSL",2047,2.88109260313544
"CLEWSity","IMPGSL001","GSL",2048,2.96658235510031
"CLEWSity","IMPGSL001","GSL",2049,3.05047745992375
"CLEWSity","IMPGSL001","GSL",2050,3.1353310077687
"CLEWSity","IMPGSL001","GSL",2051,3.35720128163577
"CLEWSity","IMPGSL001","GSL",2052,3.62117627455458
"CLEWSity","IMPGSL001","GSL",2053,3.7548628273421
"CLEWSity","IMPGSL001","GSL",2054,3.84139836919118
"CLEWSity","IMPGSL001","GSL",2055,3.92965005544118
"CLEWSity","LNDAGR001","LNDAGR",2020,3792.26252521398
"CLEWSity","LNDAGR001","LNDAGR",2021,3845.13715114086
"CLEWSity","LNDAGR001","LNDAGR",2022,3921.15594729734
"CLEWSity","LNDAGR001","LNDAGR",2023,4000.50218801264
"CLEWSity","LNDAGR001","LNDAGR",2024,4076.78287107725
"CLEWSity","LNDAGR001","LNDAGR",2025,4177.13685235294
"CLEWSity","LNDAGR001","LNDAGR",2026,4253.43425625088
"CLEWSity","LNDAGR001","LNDAGR",2027,4329.82281480569
"CLEWSity","LNDAGR001","LNDAGR",2028,4430.01170100785
"CLEWSity","LNDAGR001","LNDAGR",2029,4506.45502414599
"CLEWSity","LNDAGR001","LNDAGR",2030,4602.86735100992
"CLEWSity","LNDAGR001","LNDAGR",2031,4700.23835757973
"CLEWSity","LNDAGR001","LNDAGR",2032,4773.5815227767
"CLEWSity","LNDAGR001","LNDAGR",2033,4870.99806451807
"CLEWSity","LNDAGR001","LNDAGR",2034,4968.38756483788
"CLEWSity","LNDAGR001","LNDAGR",2035,5065.6678144224
"CLEWSity","LNDAGR001","LNDAGR",2036,5161.13448425927
"CLEWSity","LNDAGR001","LNDAGR",2037,5256.59345031074
"CLEWSity","LNDAGR001","LNDAGR",2038,5355.28943637401
"CLEWSity","LNDAGR001","LNDAGR",2039,5480.89578309572
"CLEWSity","LNDAGR001","LNDAGR",2040,5584.39072850902
"CLEWSity","LNDAGR001","LNDAGR",2041,5687.92731204186
"CLEWSity","LNDAGR001","LNDAGR",2042,5815.71803461644
"CLEWSity","LNDAGR001","LNDAGR",2043,5943.43305436828
"CLEWSity","LNDAGR001","LNDAGR",2044,6047.05370414978
"CLEWSity","LNDAGR001","LNDAGR",2045,6178.54416856393
"CLEWSity","LNDAGR001","LNDAGR",2046,6310.21667243886
"CLEWSity","LNDAGR001","LNDAGR",2047,6441.98523028983
"CLEWSity","LNDAGR001","LNDAGR",2048,6573.87322748085
"CLEWSity","LNDAGR001","LNDAGR",2049,6705.55056677245
"CLEWSity","LNDAGR001","LNDAGR",2050,6861.22876317763
"CLEWSity","LNDAGR001","LNDAGR",2051,7017.56228277725
"CLEWSity","LNDAGR001","LNDAGR",2052,7205.11358642598
"CLEWSity","LNDAGR001","LNDAGR",2053,7343.97199430717
"CLEWSity","LNDAGR001","LNDAGR",2054,7498.01429391034
"CLEWSity","LNDAGR001","LNDAGR",2055,7652.21204773565
"CLEWSity","LNDBLT001","LND001",2020,750
"CLEWSity","LNDBLT001","LND001",2021,758
"CLEWSity","LNDBLT001","LND001",2022,765
"CLEWSity","LNDBLT001","LND001",2023,773
"CLEWSity","LNDBLT001","LND001",2024,780
"CLEWSity","LNDBLT001","LND001",2025,788
"CLEWSity","LNDBLT001","LND001",2026,796
"CLEWSity","LNDBLT001","LND001",2027,804
"CLEWSity","LNDBLT001","LND001",2028,812
"CLEWSity","LNDBLT001","LND001",2029,820
"CLEWSity","LNDBLT001","LND001",2030,828
"CLEWSity","LNDBLT001","LND001",2031,837
"CLEWSity","LNDBLT001","LND001",2032,845
"CLEWSity","LNDBLT001","LND001",2033,854
"CLEWSity","LNDBLT001","LND001",2034,862
"CLEWSity","LNDBLT001","LND001",2035,871
"CLEWSity","LNDBLT001","LND001",2036,879
"CLEWSity","LNDBLT001","LND001",2037,888
"CLEWSity","LNDBLT001","LND001",2038,897
"CLEWSity","LNDBLT001","LND001",2039,906
"CLEWSity","LNDBLT001","LND001",2040,915
"CLEWSity","LNDBLT001","LND001",2041,924
"CLEWSity","LNDBLT001","LND001",2042,934
"CLEWSity","LNDBLT001","LND001",2043,943
"CLEWSity","LNDBLT001","LND001",2044,952
"CLEWSity","LNDBLT001","LND001",2045,962
"CLEWSity","LNDBLT001","LND001",2046,971
"CLEWSity","LNDBLT001","LND001",2047,981
"CLEWSity","LNDBLT001","LND001",2048,991
"CLEWSity","LNDBLT001","LND001",2049,1001
"CLEWSity","LNDBLT001","LND001",2050,1011
"CLEWSity","LNDBLT001","LND001",2051,1021
"CLEWSity","LNDBLT001","LND001",2052,1031
"CLEWSity","LNDBLT001","LND001",2053,1042
"CLEWSity","LNDBLT001","LND001",2054,1052
"CLEWSity","LNDBLT001","LND001",2055,1062
"CLEWSity","LNDBLT001","WATEVT",2020,10.5225
"CLEWSity","LNDBLT001","WATEVT",2021,10.63474
"CLEWSity","LNDBLT001","WATEVT",2022,10.73295
"CLEWSity","LNDBLT001","WATEVT",2023,10.84519
"CLEWSity","LNDBLT001","WATEVT",2024,10.9434
"CLEWSity","LNDBLT001","WATEVT",2025,11.05564
"CLEWSity","LNDBLT001","WATEVT",2026,11.16788
"CLEWSity","LNDBLT001","WATEVT",2027,11.28012
"CLEWSity","LNDBLT001","WATEVT",2028,11.39236
"CLEWSity","LNDBLT001","WATEVT",2029,11.5046
"CLEWSity","LNDBLT001","WATEVT",2030,11.61684
"CLEWSity","LNDBLT001","WATEVT",2031,11.74311
"CLEWSity","LNDBLT001","WATEVT",2032,11.85535
"CLEWSity","LNDBLT001","WATEVT",2033,11.98162
"CLEWSity","LNDBLT001","WATEVT",2034,12.09386
"CLEWSity","LNDBLT001","WATEVT",2035,12.22013
"CLEWSity","LNDBLT001","WATEVT",2036,12.33237
"CLEWSity","LNDBLT001","WATEVT",2037,12.45864
"CLEWSity","LNDBLT001","WATEVT",2038,12.58491
"CLEWSity","LNDBLT001","WATEVT",2039,12.71118
"CLEWSity","LNDBLT001","WATEVT",2040,12.83745
"CLEWSity","LNDBLT001","WATEVT",2041,12.96372
"CLEWSity","LNDBLT001","WATEVT",2042,13.10402
"CLEWSity","LNDBLT001","WATEVT",2043,13.23029
"CLEWSity","LNDBLT001","WATEVT",2044,13.35656
"CLEWSity","LNDBLT001","WATEVT",2045,13.49686
"CLEWSity","LNDBLT001","WATEVT",2046,13.62313
"CLEWSity","LNDBLT001","WATEVT",2047,13.76343
"CLEWSity","LNDBLT001","WATEVT",2048,13.90373
"CLEWSity","LNDBLT001","WATEVT",2049,14.04403
"CLEWSity","LNDBLT001","WATEVT",2050,14.18433
"CLEWSity","LNDBLT001","WATEVT",2051,14.32463
"CLEWSity","LNDBLT001","WATEVT",2052,14.46493
"CLEWSity","LNDBLT001","WATEVT",2053,14.61926
"CLEWSity","LNDBLT001","WATEVT",2054,14.75956
"CLEWSity","LNDBLT001","WATEVT",2055,14.89986
"CLEWSity","LNDBLT001","WATGRD",2020,0.57
"CLEWSity","LNDBLT001","WATGRD",2021,0.57608
"CLEWSity","LNDBLT001","WATGRD",2022,0.5814
"CLEWSity","LNDBLT001","WATGRD",2023,0.58748
"CLEWSity","LNDBLT001","WATGRD",2024,0.5928
"CLEWSity","LNDBLT001","WATGRD",2025,0.59888
"CLEWSity","LNDBLT001","WATGRD",2026,0.60496
"CLEWSity","LNDBLT001","WATGRD",2027,0.61104
"CLEWSity","LNDBLT001","WATGRD",2028,0.61712
"CLEWSity","LNDBLT001","WATGRD",2029,0.6232
"CLEWSity","LNDBLT001","WATGRD",2030,0.62928
"CLEWSity","LNDBLT001","WATGRD",2031,0.63612
"CLEWSity","LNDBLT001","WATGRD",2032,0.6422
"CLEWSity","LNDBLT001","WATGRD",2033,0.64904
"CLEWSity","LNDBLT001","WATGRD",2034,0.65512
"CLEWSity","LNDBLT001","WATGRD",2035,0.66196
"CLEWSity","LNDBLT001","WATGRD",2036,0.66804
"CLEWSity","LNDBLT001","WATGRD",2037,0.67488
"CLEWSity","LNDBLT001","WATGRD",2038,0.68172
"CLEWSity","LNDBLT001","WATGRD",2039,0.68856
"CLEWSity","LNDBLT001","WATGRD",2040,0.6954
"CLEWSity","LNDBLT001","WATGRD",2041,0.70224
"CLEWSity","LNDBLT001","WATGRD",2042,0.70984
"CLEWSity","LNDBLT001","WATGRD",2043,0.71668
"CLEWSity","LNDBLT001","WATGRD",2044,0.72352
"CLEWSity","LNDBLT001","WATGRD",2045,0.73112
"CLEWSity","LNDBLT001","WATGRD",2046,0.73796
"CLEWSity","LNDBLT001","WATGRD",2047,0.74556
"CLEWSity","LNDBLT001","WATGRD",2048,0.75316
