REGION,TECHNOLOGY,COMMODITY,YEAR,VALUE
"CLEWSity","AGRPST001","LND001",2031,4471.10240963855
"CLEWSity","AGRPST001","LND001",2032,4542.8313253012
"CLEWSity","AGRPST001","LND001",2033,4638.46987951807
"CLEWSity","AGRPST001","LND001",2034,4734.10843373494
"CLEWSity","AGRPST001","LND001",2035,4829.74698795181
"CLEWSity","AGRPST001","LND001",2036,4925.38554216867
"CLEWSity","AGRPST001","LND001",2037,5021.02409638554
"CLEWSity","AGRPST001","LND001",2038,5116.66265060241
"CLEWSity","AGRPST001","LND001",2039,5236.21084337349
"CLEWSity","AGRPST001","LND001",2040,5331.84939759036
"CLEWSity","AGRPST001","LND001",2041,5427.48795180723
"CLEWSity","AGRPST001","LND001",2042,5547.03614457831
"CLEWSity","AGRPST001","LND001",2043,5666.5843373494
"CLEWSity","AGRPST001","LND001",2044,5762.22289156627
"CLEWSity","AGRPST001","LND001",2045,5881.77108433735
"CLEWSity","AGRPST001","LND001",2046,6001.31927710844
"CLEWSity","AGRPST001","LND001",2047,6120.86746987952
"CLEWSity","AGRPST001","LND001",2048,6240.4156626506
"CLEWSity","AGRPST001","LND001",2049,6359.96385542169
"CLEWSity","AGRPST001","LND001",2050,6503.42168674699
"CLEWSity","AGRPST001","LND001",2051,6622.96987951807
"CLEWSity","AGRPST001","LND001",2052,6766.42771084337
"CLEWSity","AGRPST001","LND001",2053,6885.97590361446
"CLEWSity","AGRPST001","LND001",2054,7029.43373493976
"CLEWSity","AGRPST001","LND001",2055,7172.89156626506
"CLEWSity","AGRPST001","WATEVT",2020,37.5142228915663
"CLEWSity","AGRPST001","WATEVT",2021,38.2645073493976
"CLEWSity","AGRPST001","WATEVT",2022,39.0147918072289
"CLEWSity","AGRPST001","WATEVT",2023,39.7650762650602
"CLEWSity","AGRPST001","WATEVT",2024,40.5153607228916
"CLEWSity","AGRPST001","WATEVT",2025,37.3086
"CLEWSity","AGRPST001","WATEVT",2026,37.9828518072289
"CLEWSity","AGRPST001","WATEVT",2027,38.6571036144578
"CLEWSity","AGRPST001","WATEVT",2028,39.5561060240964
"CLEWSity","AGRPST001","WATEVT",2029,40.2303578313253
"CLEWSity","AGRPST001","WATEVT",2030,41.1293602409638
"CLEWSity","AGRPST001","WATEVT",2031,42.0283626506024
"CLEWSity","AGRPST001","WATEVT",2032,42.7026144578313
"CLEWSity","AGRPST001","WATEVT",2033,43.6016168674699
"CLEWSity","AGRPST001","WATEVT",2034,44.5006192771084
"CLEWSity","AGRPST001","WATEVT",2035,45.399621686747
"CLEWSity","AGRPST001","WATEVT",2036,46.2986240963855
"CLEWSity","AGRPST001","WATEVT",2037,47.1976265060241
"CLEWSity","AGRPST001","WATEVT",2038,48.0966289156626
"CLEWSity","AGRPST001","WATEVT",2039,49.2203819277108
"CLEWSity","AGRPST001","WATEVT",2040,45.374038373494
"CLEWSity","AGRPST001","WATEVT",2041,46.1879224698795
"CLEWSity","AGRPST001","WATEVT",2042,47.2052775903615
"CLEWSity","AGRPST001","WATEVT",2043,48.2226327108434
"CLEWSity","AGRPST001","WATEVT",2044,49.0365168072289
"CLEWSity","AGRPST001","WATEVT",2045,50.0538719277108
"CLEWSity","AGRPST001","WATEVT",2046,51.0712270481928
"CLEWSity","AGRPST001","WATEVT",2047,52.0885821686747
"CLEWSity","AGRPST001","WATEVT",2048,53.1059372891566
"CLEWSity","AGRPST001","WATEVT",2049,54.1232924096386
"CLEWSity","AGRPST001","WATEVT",2050,55.3441185542169
"CLEWSity","AGRPST001","WATEVT",2051,56.3614736746988
"CLEWSity","AGRPST001","WATEVT",2052,57.5822998192771
"CLEWSity","AGRPST001","WATEVT",2053,58.599654939759
"CLEWSity","AGRPST001","WATEVT",2054,59.8204810843373
"CLEWSity","AGRPST001","WATEVT",2055,61.0413072289157
"CLEWSity","AGRPST001","WATGRD",2020,2.22359638554217
"CLEWSity","AGRPST001","WATGRD",2021,2.26806831325301
"CLEWSity","AGRPST001","WATGRD",2022,2.31254024096386
"CLEWSity","AGRPST001","WATGRD",2023,2.3570121686747
"CLEWSity","AGRPST001","WATGRD",2024,2.40148409638554
"CLEWSity","AGRPST001","WATGRD",2025,2.22264
"CLEWSity","AGRPST001","WATGRD",2026,2.26280819277108
"CLEWSity","AGRPST001","WATGRD",2027,2.30297638554217
"CLEWSity","AGRPST001","WATGRD",2028,2.35653397590361
"CLEWSity","AGRPST001","WATGRD",2029,2.3967021686747
"CLEWSity","AGRPST001","WATGRD",2030,2.45025975903614
"CLEWSity","AGRPST001","WATGRD",2031,2.50381734939759
"CLEWSity","AGRPST001","WATGRD",2032,2.54398554216867
"CLEWSity","AGRPST001","WATGRD",2033,2.59754313253012
"CLEWSity","AGRPST001","WATGRD",2034,2.65110072289157
"CLEWSity","AGRPST001","WATGRD",2035,2.70465831325301
"CLEWSity","AGRPST001","WATGRD",2036,2.75821590361446
"CLEWSity","AGRPST001","WATGRD",2037,2.8117734939759
"CLEWSity","AGRPST001","WATGRD",2038,2.86533108433735
"CLEWSity","AGRPST001","WATGRD",2039,2.93227807228916
"CLEWSity","AGRPST001","WATGRD",2040,2.66592469879518
"CLEWSity","AGRPST001","WATGRD",2041,2.71374397590361
"CLEWSity","AGRPST001","WATGRD",2042,2.77351807228916
"CLEWSity","AGRPST001","WATGRD",2043,2.8332921686747
"CLEWSity","AGRPST001","WATGRD",2044,2.88111144578313
"CLEWSity","AGRPST001","WATGRD",2045,2.94088554216867
"CLEWSity","AGRPST001","WATGRD",2046,3.00065963855422
"CLEWSity","AGRPST001","WATGRD",2047,3.06043373493976
"CLEWSity","AGRPST001","WATGRD",2048,3.1202078313253
"CLEWSity","AGRPST001","WATGRD",2049,3.17998192771084
"CLEWSity","AGRPST001","WATGRD",2050,3.25171084337349
"CLEWSity","AGRPST001","WATGRD",2051,3.31148493975904
"CLEWSity","AGRPST001","WATGRD",2052,3.38321385542169
"CLEWSity","AGRPST001","WATGRD",2053,3.44298795180723
"CLEWSity","AGRPST001","WATGRD",2054,3.51471686746988
"CLEWSity","AGRPST001","WATGRD",2055,3.58644578313253
"CLEWSity","AGRPST001","WATSUR",2020,41.8538222891566
"CLEWSity","AGRPST001","WATSUR",2021,42.6908987349398
"CLEWSity","AGRPST001","WATSUR",2022,43.5279751807229
"CLEWSity","AGRPST001","WATSUR",2023,44.365051626506
"CLEWSity","AGRPST001","WATSUR",2024,45.2021280722892
"CLEWSity","AGRPST001","WATSUR",2025,41.63481
"CLEWSity","AGRPST001","WATSUR",2026,42.3872463253012
"CLEWSity","AGRPST001","WATSUR",2027,43.1396826506024
"CLEWSity","AGRPST001","WATSUR",2028,44.1429310843373
"CLEWSity","AGRPST001","WATSUR",2029,44.8953674096385
"CLEWSity","AGRPST001","WATSUR",2030,45.8986158433735
"CLEWSity","AGRPST001","WATSUR",2031,46.9018642771084
"CLEWSity","AGRPST001","WATSUR",2032,47.6543006024096
"CLEWSity","AGRPST001","WATSUR",2033,48.6575490361446
"CLEWSity","AGRPST001","WATSUR",2034,49.6607974698795
"CLEWSity","AGRPST001","WATSUR",2035,50.6640459036145
"CLEWSity","AGRPST001","WATSUR",2036,51.6672943373494
"CLEWSity","AGRPST001","WATSUR",2037,52.6705427710843
"CLEWSity","AGRPST001","WATSUR",2038,53.6737912048193
"CLEWSity","AGRPST001","WATSUR",2039,54.9278517469879
"CLEWSity","AGRPST001","WATSUR",2040,50.5992507831325
"CLEWSity","AGRPST001","WATSUR",2041,51.5068606626506
"CLEWSity","AGRPST001","WATSUR",2042,52.6413730120482
"CLEWSity","AGRPST001","WATSUR",2043,53.7758853614458
"CLEWSity","AGRPST001","WATSUR",2044,54.6834952409639
"CLEWSity","AGRPST001","WATSUR",2045,55.8180075903614
"CLEWSity","AGRPST001","WATSUR",2046,56.9525199397591
"CLEWSity","AGRPST001","WATSUR",2047,58.0870322891567
"CLEWSity","AGRPST001","WATSUR",2048,59.2215446385542
"CLEWSity","AGRPST001","WATSUR",2049,60.3560569879518
"CLEWSity","AGRPST001","WATSUR",2050,61.7174718072289
"CLEWSity","AGRPST001","WATSUR",2051,62.8519841566265
"CLEWSity","AGRPST001","WATSUR",2052,64.2133989759036
"CLEWSity","AGRPST001","WATSUR",2053,65.3479113253012
"CLEWSity","AGRPST001","WATSUR",2054,66.7093261445783
"CLEWSity","AGRPST001","WATSUR",2055,68.0707409638554
"CLEWSity","FORWOO001","WOO",2020,9.041
"CLEWSity","FORWOO001","WOO",2021,9.222
"CLEWSity","FORWOO001","WOO",2022,9.407
"CLEWSity","FORWOO001","WOO",2023,9.595
"CLEWSity","FORWOO001","WOO",2024,9.787
"CLEWSity","FORWOO001","WOO",2025,9.982
"CLEWSity","FORWOO001","WOO",2026,10.182
"CLEWSity","FORWOO001","WOO",2027,10.386
"CLEWSity","FORWOO001","WOO",2028,10.593
"CLEWSity","FORWOO001","WOO",2029,10.805
"CLEWSity","FORWOO001","WOO",2030,11.021
"CLEWSity","FORWOO001","WOO",2031,11.242
"CLEWSity","FORWOO001","WOO",2032,11.467
"CLEWSity","FORWOO001","WOO",2033,11.696
"CLEWSity","FORWOO001","WOO",2034,11.93
"CLEWSity","FORWOO001","WOO",2035,12.168
"CLEWSity","FORWOO001","WOO",2036,12.412
"CLEWSity","FORWOO001","WOO",2037,12.66
"CLEWSity","FORWOO001","WOO",2038,12.913
"CLEWSity","FORWOO001","WOO",2039,13.172
"CLEWSity","FORWOO001","WOO",2040,13.435
"CLEWSity","FORWOO001","WOO",2041,13.704
"CLEWSity","FORWOO001","WOO",2042,13.978
"CLEWSity","FORWOO001","WOO",2043,14.257
"CLEWSity","FORWOO001","WOO",2044,14.542
"CLEWSity","FORWOO001","WOO",2045,14.833
"CLEWSity","FORWOO001","WOO",2046,15.13
"CLEWSity","FORWOO001","WOO",2047,15.433
"CLEWSity","FORWOO001","WOO",2048,15.741
"CLEWSity","FORWOO001","WOO",2049,16.056
"CLEWSity","FORWOO001","WOO",2050,16.377
"CLEWSity","FORWOO001","WOO",2051,16.705
"CLEWSity","FORWOO001","WOO",2052,17.039
"CLEWSity","FORWOO001","WOO",2053,17.38
"CLEWSity","FORWOO001","WOO",2054,17.727
"CLEWSity","FORWOO001","WOO",2055,18.082
"CLEWSity","IMPDSL001","DSL",2020,6.74066192271835
"CLEWSity","IMPDSL001","DSL",2021,10.5483669123008
"CLEWSity","IMPDSL001","DSL",2022,14.6197385424053
"CLEWSity","IMPDSL001","DSL",2023,18.7822155030246
"CLEWSity","IMPDSL001","DSL",2024,22.8169160347842
"CLEWSity","IMPDSL001","DSL",2025,24.3926400558235
"CLEWSity","IMPDSL001","DSL",2026,16.6741937300202
"CLEWSity","IMPDSL001","DSL",2027,14.8615682687034
"CLEWSity","IMPDSL001","DSL",2028,17.5226189435287
"CLEWSity","IMPDSL001","DSL",2029,17.2760257966236
"CLEWSity","IMPDSL001","DSL",2030,24.3394908051988
"CLEWSity","IMPDSL001","DSL",2031,18.9852870773175
"CLEWSity","IMPDSL001","DSL",2032,14.927691430231
"CLEWSity","IMPDSL001","DSL",2033,9.57505337916804
"CLEWSity","IMPDSL001","DSL",2034,5.56838490566366
"CLEWSity","IMPDSL001","DSL",2035,3.98491532889403
"CLEWSity","IMPDSL001","DSL",2036,4.07064869359991
"CLEWSity","IMPDSL001","DSL",2037,4.13123101993873
"CLEWSity","IMPDSL001","DSL",2038,4.20178590970231
"CLEWSity","IMPDSL001","DSL",2039,4.49962723089475
"CLEWSity","IMPDSL001","DSL",2040,9.86762943975838
"CLEWSity","IMPDSL001","DSL",2041,7.29234194676762
"CLEWSity","IMPDSL001","DSL",2042,4.71464912291416
"CLEWSity","IMPDSL001","DSL",2043,4.80666498804652
"CLEWSity","IMPDSL001","DSL",2044,4.89401544713475
"CLEWSity","IMPDSL001","DSL",2045,4.91240727266919
"CLEWSity","IMPDSL001","DSL",2046,5.23815839061765
"CLEWSity","IMPDSL001","DSL",2047,5.35302722575
"CLEWSity","IMPDSL001","DSL",2048,5.46789809013235
"CLEWSity","IMPDSL001","DSL",2049,5.58125788997059
"CLEWSity","IMPDSL001","DSL",2050,5.69612672510294
"CLEWSity","IMPDSL001","DSL",2051,5.83623125566177
"CLEWSity","IMPDSL001","DSL",2052,5.97791295697059
"CLEWSity","IMPDSL001","DSL",2053,6.91662125681966
"CLEWSity","IMPDSL001","DSL",2054,8.99496246639242
"CLEWSity","IMPDSL001","DSL",2055,15.9527803216026
"CLEWSity","IMPGSL001","GSL",2020,1.72646040723982
"CLEWSity","IMPGSL001","GSL",2021,1.72371299798864
"CLEWSity","IMPGSL001","GSL",2022,1.70342437986256
"CLEWSity","IMPGSL001","GSL",2023,1.73854132414989
"CLEWSity","IMPGSL001","GSL",2024,1.71445372919619
"CLEWSity","IMPGSL001","GSL",2025,1.77467802791176
"CLEWSity","IMPGSL001","GSL",2026,1.79413065956618
"CLEWSity","IMPGSL001","GSL",2027,1.81433780886765
"CLEWSity","IMPGSL001","GSL",2028,1.83379281993382
"CLEWSity","IMPGSL001","GSL",2029,1.85478956923529
"CLEWSity","IMPGSL001","GSL",2030,1.86771013413971
"CLEWSity","IMPGSL001","GSL",2031,1.88996717491912
"CLEWSity","IMPGSL001","GSL",2032,1.91537871334832
"CLEWSity","IMPGSL001","GSL",2033,1.93842374884097
"CLEWSity","IMPGSL001","GSL",2034,1.96068078962038
"CLEWSity","IMPGSL001","GSL",2035,1.98218170746597
"CLEWSity","IMPGSL001","GSL",2036,2.02504838981891
"CLEWSity","IMPGSL001","GSL",2037,2.0569829565107
"CLEWSity","IMPGSL001","GSL",2038,2.09331548793095
"CLEWSity","IMPGSL001","GSL",2039,2.22749209483006
"CLEWSity","IMPGSL001","GSL",2040,2.251544078307
"CLEWSity","IMPGSL001","GSL",2041,2.29781817549817
"CLEWSity","IMPGSL001","GSL",2042,2.34254815504229
"CLEWSity","IMPGSL001","GSL",2043,2.38961096260847
"CLEWSity","IMPGSL001","GSL",2044,2.43434094215259
"CLEWSity","IMPGSL001","GSL",2045,2.4490296281333
"CLEWSity","IMPGSL001","GSL",2046,2.59837194530882
"CLEWSity","IMPGSL001","GSL",2047,2.655356237875
"CLEWSity","IMPGSL001","GSL",2048,2.71234142006618
"CLEWSity","IMPGSL001","GSL",2049,2.76857119498529
"CLEWSity","IMPGSL001","GSL",2050,2.82555548755147
"CLEWSity","IMPGSL001","GSL",2051,2.89504500283088
"CLEWSity","IMPGSL001","GSL",2052,2.96532322848529
"CLEWSity","IMPGSL001","GSL",2053,3.03714646141177
"CLEWSity","IMPGSL001","GSL",2054,3.10690511206618
"CLEWSity","IMPGSL001","GSL",2055,3.57025493730841
"CLEWSity","LNDAGR001","LNDAGR",2020,3792.26252521398
"CLEWSity","LNDAGR001","LNDAGR",2021,3859.68827744472
"CLEWSity","LNDAGR001","LNDAGR",2022,3923.94397289179
"CLEWSity","LNDAGR001","LNDAGR",2023,3998.5992092558
"CLEWSity","LNDAGR001","LNDAGR",2024,4062.13691342419
"CLEWSity","LNDAGR001","LNDAGR",2025,4160.06362170588
"CLEWSity","LNDAGR001","LNDAGR",2026,4232.19499038324
"CLEWSity","LNDAGR001","LNDAGR",2027,4304.39821788412
"CLEWSity","LNDAGR001","LNDAGR",2028,4400.43968982158
"CLEWSity","LNDAGR001","LNDAGR",2029,4472.71811732247
"CLEWSity","LNDAGR001","LNDAGR",2030,4567.63476105404
"CLEWSity","LNDAGR001","LNDAGR",2031,4663.44077153561
"CLEWSity","LNDAGR001","LNDAGR",2032,4735.99880132535
"CLEWSity","LNDAGR001","LNDAGR",2033,4831.87968035104
"CLEWSity","LNDAGR001","LNDAGR",2034,4927.68569083262
"CLEWSity","LNDAGR001","LNDAGR",2035,5023.41951103478
"CLEWSity","LNDAGR001","LNDAGR",2036,5123.14060642812
"CLEWSity","LNDAGR001","LNDAGR",2037,5221.03797484307
"CLEWSity","LNDAGR001","LNDAGR",2038,5319.63434798641
"CLEWSity","LNDAGR001","LNDAGR",2039,5458.98224317508
"CLEWSity","LNDAGR001","LNDAGR",2040,5554.3230747695
"CLEWSity","LNDAGR001","LNDAGR",2041,5653.86642395696
"CLEWSity","LNDAGR001","LNDAGR",2042,5777.1723528751
"CLEWSity","LNDAGR001","LNDAGR",2043,5900.70039636677
"CLEWSity","LNDAGR001","LNDAGR",2044,6000.0966867307
"CLEWSity","LNDAGR001","LNDAGR",2045,6118.42819568399
"CLEWSity","LNDAGR001","LNDAGR",2046,6258.64386713785
"CLEWSity","LNDAGR001","LNDAGR",2047,6383.83348062952
"CLEWSity","LNDAGR001","LNDAGR",2048,6509.02323837119
"CLEWSity","LNDAGR001","LNDAGR",2049,6634.14099303933
"CLEWSity","LNDAGR001","LNDAGR",2050,6783.24024508522
"CLEWSity","LNDAGR001","LNDAGR",2051,6909.67446312101
"CLEWSity","LNDAGR001","LNDAGR",2052,7060.09337546102
"CLEWSity","LNDAGR001","LNDAGR",2053,7186.74985232034
"CLEWSity","LNDAGR001","LNDAGR",2054,7337.11928132701
"CLEWSity","LNDAGR001","LNDAGR",2055,7555.95296275956
"CLEWSity","LNDBLT001","LND001",2020,750
"CLEWSity","LNDBLT001","LND001",2021,758
"CLEWSity","LNDBLT001","LND001",2022,765
"CLEWSity","LNDBLT001","LND001",2023,773
"CLEWSity","LNDBLT001","LND001",2024,780
"CLEWSity","LNDBLT001","LND001",2025,788
"CLEWSity","LNDBLT001","LND001",2026,796
"CLEWSity","LNDBLT001","LND001",2027,804
"CLEWSity","LNDBLT001","LND001",2028,812
"CLEWSity","LNDBLT001","LND001",2029,820
"CLEWSity","LNDBLT001","LND001",2030,828
"CLEWSity","LNDBLT001","LND001",2031,837
"CLEWSity","LNDBLT001","LND001",2032,845
"CLEWSity","LNDBLT001","LND001",2033,854
"CLEWSity","LNDBLT001","LND001",2034,862
"CLEWSity","LNDBLT001","LND001",2035,871
"CLEWSity","LNDBLT001","LND001",2036,879
"CLEWSity","LNDBLT001","LND001",2037,888
"CLEWSity","LNDBLT001","LND001",2038,897
"CLEWSity","LNDBLT001","LND001",2039,906
"CLEWSity","LNDBLT001","LND001",2040,915
"CLEWSity","LNDBLT001","LND001",2041,924
"CLEWSity","LNDBLT001","LND001",2042,934
"CLEWSity","LNDBLT001","LND001",2043,943
"CLEWSity","LNDBLT001","LND001",2044,952
"CLEWSity","LNDBLT001","LND001",2045,962
"CLEWSity","LNDBLT001","LND001",2046,971
"CLEWSity","LNDBLT001","LND001",2047,981
"CLEWSity","LNDBLT001","LND001",2048,991
"CLEWSity","LNDBLT001","LND001",2049,1001
"CLEWSity","LNDBLT001","LND001",2050,1011
"CLEWSity","LNDBLT001","LND001",2051,1021
"CLEWSity","LNDBLT001","LND001",2052,1031
"CLEWSity","LNDBLT001","LND001",2053,1042
"CLEWSity","LNDBLT001","LND001",2054,1052
"CLEWSity","LNDBLT001","LND001",2055,1062
"CLEWSity","LNDBLT001","WATEVT",2020,10.5225
"CLEWSity","LNDBLT001","WATEVT",2021,10.63474
"CLEWSity","LNDBLT001","WATEVT",2022,10.73295
"CLEWSity","LNDBLT001","WATEVT",2023,10.84519
"CLEWSity","LNDBLT001","WATEVT",2024,10.9434
"CLEWSity","LNDBLT001","WATEVT",2025,9.93668
"CLEWSity","LNDBLT001","WATEVT",2026,10.03756
"CLEWSity","LNDBLT001","WATEVT",2027,10.13844
"CLEWSity","LNDBLT001","WATEVT",2028,10.23932
"CLEWSity","LNDBLT001","WATEVT",2029,10.3402
"CLEWSity","LNDBLT001","WATEVT",2030,10.44108
"CLEWSity","LNDBLT001","WATEVT",2031,10.55457
"CLEWSity","LNDBLT001","WATEVT",2032,10.65545
"CLEWSity","LNDBLT001","WATEVT",2033,10.76894
"CLEWSity","LNDBLT001","WATEVT",2034,10.86982
"CLEWSity","LNDBLT001","WATEVT",2035,10.98331
"CLEWSity","LNDBLT001","WATEVT",2036,11.08419
"CLEWSity","LNDBLT001","WATEVT",2037,11.19768
"CLEWSity","LNDBLT001","WATEVT",2038,11.31117
"CLEWSity","LNDBLT001","WATEVT",2039,11.42466
"CLEWSity","LNDBLT001","WATEVT",2040,10.44015
"CLEWSity","LNDBLT001","WATEVT",2041,10.54284
"CLEWSity","LNDBLT001","WATEVT",2042,10.65694
"CLEWSity","LNDBLT001","WATEVT",2043,10.75963
"CLEWSity","LNDBLT001","WATEVT",2044,10.86232
"CLEWSity","LNDBLT001","WATEVT",2045,10.97642
"CLEWSity","LNDBLT001","WATEVT",2046,11.07911
"CLEWSity","LNDBLT001","WATEVT",2047,11.19321
"CLEWSity","LNDBLT001","WATEVT",2048,11.30731
"CLEWSity","LNDBLT001","WATEVT",2049,11.42141
"CLEWSity","LNDBLT001","WATEVT",2050,11.53551
"CLEWSity","LNDBLT001","WATEVT",2051,11.64961
"CLEWSity","LNDBLT001","WATEVT",2052,11.76371
"CLEWSity","LNDBLT001","WATEVT",2053,11.88922
"CLEWSity","LNDBLT001","WATEVT",2054,12.00332
"CLEWSity","LNDBLT001","WATEVT",2055,12.11742
"CLEWSity","LNDBLT001","WATGRD",2020,0.57
"CLEWSity","LNDBLT001","WATGRD",2021,0.57608
"CLEWSity","LNDBLT001","WATGRD",2022,0.5814
"CLEWSity","LNDBLT001","WATGRD",2023,0.58748
"CLEWSity","LNDBLT001","WATGRD",2024,0.5928
"CLEWSity","LNDBLT001","WATGRD",2025,0.53584
"CLEWSity","LNDBLT001","WATGRD",2026,0.54128
"CLEWSity","LNDBLT001","WATGRD",2027,0.54672
"CLEWSity","LNDBLT001","WATGRD",2028,0.55216
"CLEWSity","LNDBLT001","WATGRD",2029,0.5576
"CLEWSity","LNDBLT001","WATGRD",2030,0.56304
"CLEWSity","LNDBLT001","WATGRD",2031,0.56916
"CLEWSity","LNDBLT001","WATGRD",2032,0.5746
"CLEWSity","LNDBLT001","WATGRD",2033,0.58072
"CLEWSity","LNDBLT001","WATGRD",2034,0.58616
"CLEWSity","LNDBLT001","WATGRD",2035,0.59228
"CLEWSity","LNDBLT001","WATGRD",2036,0.59772
"CLEWSity","LNDBLT001","WATGRD",2037,0.60384
"CLEWSity","LNDBLT001","WATGRD",2038,0.60996
"CLEWSity","LNDBLT001","WATGRD",2039,0.61608
"CLEWSity","LNDBLT001","WATGRD",2040,0.5673
"CLEWSity","LNDBLT001","WATGRD",2041,0.57288
"CLEWSity","LNDBLT001","WATGRD",2042,0.57908
"CLEWSity","LNDBLT001","WATGRD",2043,0.58466
"CLEWSity","LNDBLT001","WATGRD",2044,0.59024
"CLEWSity","LNDBLT001","WATGRD",2045,0.59644
"CLEWSity","LNDBLT001","WATGRD",2046,0.60202
"CLEWSity","LNDBLT001","WATGRD",2047,0.60822
"CLEWSity","LNDBLT001","WATGRD",2048,0.61442
