REGION,TECHNOLOGY,COMMODITY,YEAR,VALUE
CLEWSity,AGRPST001,WATEVT,2043,32.84594385
CLEWSity,AGRPST001,WATEVT,2044,31.93998178
CLEWSity,AGRPST001,WATEVT,2045,30.8277305
CLEWSity,AGRPST001,WATEVT,2046,29.7432482
CLEWSity,AGRPST001,WATEVT,2047,28.65712724
CLEWSity,AGRPST001,WATEVT,2048,27.57067498
CLEWSity,AGRPST001,WATEVT,2049,26.46769815
CLEWSity,AGRPST001,WATEVT,2050,25.15969596
CLEWSity,AGRPST001,WATEVT,2051,24.03558404
CLEWSity,AGRPST001,WATEVT,2052,22.6499926
CLEWSity,AGRPST001,WATEVT,2053,21.11310565
CLEWSity,AGRPST001,WATEVT,2054,19.5389571
CLEWSity,AGRPST001,WATEVT,2055,18.01763107
CLEWSity,AGRPST001,WATGRD,2020,2.223596386
CLEWSity,AGRPST001,WATGRD,2021,2.268068313
CLEWSity,AGRPST001,WATGRD,2022,2.312540241
CLEWSity,AGRPST001,WATGRD,2023,2.357012169
CLEWSity,AGRPST001,WATGRD,2024,2.401484096
CLEWSity,AGRPST001,WATGRD,2025,2.22264
CLEWSity,AGRPST001,WATGRD,2026,2.262808193
CLEWSity,AGRPST001,WATGRD,2027,2.302976386
CLEWSity,AGRPST001,WATGRD,2028,2.356533976
CLEWSity,AGRPST001,WATGRD,2029,2.396702169
CLEWSity,AGRPST001,WATGRD,2030,2.450259759
CLEWSity,AGRPST001,WATGRD,2031,2.503817349
CLEWSity,AGRPST001,WATGRD,2032,2.543985542
CLEWSity,AGRPST001,WATGRD,2033,2.597543133
CLEWSity,AGRPST001,WATGRD,2034,2.651100723
CLEWSity,AGRPST001,WATGRD,2035,2.676855813
CLEWSity,AGRPST001,WATGRD,2036,2.618717122
CLEWSity,AGRPST001,WATGRD,2037,2.561810424
CLEWSity,AGRPST001,WATGRD,2038,2.504811192
CLEWSity,AGRPST001,WATGRD,2039,2.434389743
CLEWSity,AGRPST001,WATGRD,2040,2.11380196
CLEWSity,AGRPST001,WATGRD,2041,2.06185965
CLEWSity,AGRPST001,WATGRD,2042,1.995212245
CLEWSity,AGRPST001,WATGRD,2043,1.92984394
CLEWSity,AGRPST001,WATGRD,2044,1.876614676
CLEWSity,AGRPST001,WATGRD,2045,1.811265012
CLEWSity,AGRPST001,WATGRD,2046,1.747546898
CLEWSity,AGRPST001,WATGRD,2047,1.683732505
CLEWSity,AGRPST001,WATGRD,2048,1.619898648
CLEWSity,AGRPST001,WATGRD,2049,1.555093898
CLEWSity,AGRPST001,WATGRD,2050,1.478243006
CLEWSity,AGRPST001,WATGRD,2051,1.412196477
CLEWSity,AGRPST001,WATGRD,2052,1.330786875
CLEWSity,AGRPST001,WATGRD,2053,1.240487993
CLEWSity,AGRPST001,WATGRD,2054,1.14799983
CLEWSity,AGRPST001,WATGRD,2055,1.058615221
CLEWSity,AGRPST001,WATSUR,2020,41.85382229
CLEWSity,AGRPST001,WATSUR,2021,42.69089873
CLEWSity,AGRPST001,WATSUR,2022,43.52797518
CLEWSity,AGRPST001,WATSUR,2023,44.36505163
CLEWSity,AGRPST001,WATSUR,2024,45.20212807
CLEWSity,AGRPST001,WATSUR,2025,41.63481
CLEWSity,AGRPST001,WATSUR,2026,42.38724633
CLEWSity,AGRPST001,WATSUR,2027,43.13968265
CLEWSity,AGRPST001,WATSUR,2028,44.14293108
CLEWSity,AGRPST001,WATSUR,2029,44.89536741
CLEWSity,AGRPST001,WATSUR,2030,45.89861584
CLEWSity,AGRPST001,WATSUR,2031,46.90186428
CLEWSity,AGRPST001,WATSUR,2032,47.6543006
CLEWSity,AGRPST001,WATSUR,2033,48.65754904
CLEWSity,AGRPST001,WATSUR,2034,49.66079747
CLEWSity,AGRPST001,WATSUR,2035,50.1432455
CLEWSity,AGRPST001,WATSUR,2036,49.05418324
CLEWSity,AGRPST001,WATSUR,2037,47.98819883
CLEWSity,AGRPST001,WATSUR,2038,46.92048108
CLEWSity,AGRPST001,WATSUR,2039,45.60133643
CLEWSity,AGRPST001,WATSUR,2040,40.1199612
CLEWSity,AGRPST001,WATSUR,2041,39.13409615
CLEWSity,AGRPST001,WATSUR,2042,37.86912841
CLEWSity,AGRPST001,WATSUR,2043,36.62843797
CLEWSity,AGRPST001,WATSUR,2044,35.61814654
CLEWSity,AGRPST001,WATSUR,2045,34.37780993
CLEWSity,AGRPST001,WATSUR,2046,33.16844012
CLEWSity,AGRPST001,WATSUR,2047,31.95724295
CLEWSity,AGRPST001,WATSUR,2048,30.74567633
CLEWSity,AGRPST001,WATSUR,2049,29.51568219
CLEWSity,AGRPST001,WATSUR,2050,28.05705225
CLEWSity,AGRPST001,WATSUR,2051,26.80348913
CLEWSity,AGRPST001,WATSUR,2052,25.25833488
CLEWSity,AGRPST001,WATSUR,2053,23.54446211
CLEWSity,AGRPST001,WATSUR,2054,21.78903677
CLEWSity,AGRPST001,WATSUR,2055,20.0925169
CLEWSity,AGRPST002,CTL,2035,65.93164333
CLEWSity,AGRPST002,CTL,2036,330.8113958
CLEWSity,AGRPST002,CTL,2037,592.7695669
CLEWSity,AGRPST002,CTL,2038,854.9471726
CLEWSity,AGRPST002,CTL,2039,1180.70661
CLEWSity,AGRPST002,CTL,2040,1466.437994
CLEWSity,AGRPST002,CTL,2041,1731.40477
CLEWSity,AGRPST002,CTL,2042,2067.180278
CLEWSity,AGRPST002,CTL,2043,2399.558497
CLEWSity,AGRPST002,CTL,2044,2667.943422
CLEWSity,AGRPST002,CTL,2045,3000.272128
CLEWSity,AGRPST002,CTL,2046,3328.267439
CLEWSity,AGRPST002,CTL,2047,3656.518467
CLEWSity,AGRPST002,CTL,2048,3984.821192
CLEWSity,AGRPST002,CTL,2049,4315.702606
CLEWSity,AGRPST002,CTL,2050,4710.330576
CLEWSity,AGRPST002,CTL,2051,5044.510157
CLEWSity,AGRPST002,CTL,2052,5451.246061
CLEWSity,AGRPST002,CTL,2053,5849.83989
CLEWSity,AGRPST002,CTL,2054,6286.000452
CLEWSity,AGRPST002,CTL,2055,6713.917972
CLEWSity,AGRPST002,LND001,2035,24.82366089
CLEWSity,AGRPST002,LND001,2036,124.5524834
CLEWSity,AGRPST002,LND001,2037,223.1813129
CLEWSity,AGRPST002,LND001,2038,321.8927607
CLEWSity,AGRPST002,LND001,2039,444.5431514
CLEWSity,AGRPST002,LND001,2040,552.1227388
CLEWSity,AGRPST002,LND001,2041,651.8843261
CLEWSity,AGRPST002,LND001,2042,778.3058274
CLEWSity,AGRPST002,LND001,2043,903.4482291
CLEWSity,AGRPST002,LND001,2044,1004.49677
CLEWSity,AGRPST002,LND001,2045,1129.62053
CLEWSity,AGRPST002,LND001,2046,1253.112741
CLEWSity,AGRPST002,LND001,2047,1376.70123
CLEWSity,AGRPST002,LND001,2048,1500.309184
CLEWSity,AGRPST002,LND001,2049,1624.88803
CLEWSity,AGRPST002,LND001,2050,1773.467837
CLEWSity,AGRPST002,LND001,2051,1899.288463
CLEWSity,AGRPST002,LND001,2052,2052.426981
CLEWSity,AGRPST002,LND001,2053,2202.499958
CLEWSity,AGRPST002,LND001,2054,2366.717038
CLEWSity,AGRPST002,LND001,2055,2527.830562
CLEWSity,AGRPST002,WATEVT,2035,0.233342412
CLEWSity,AGRPST002,WATEVT,2036,1.170793344
CLEWSity,AGRPST002,WATEVT,2037,2.097904341
CLEWSity,AGRPST002,WATEVT,2038,3.025791951
CLEWSity,AGRPST002,WATEVT,2039,4.178705623
CLEWSity,AGRPST002,WATEVT,2040,4.698564507
CLEWSity,AGRPST002,WATEVT,2041,5.547535615
CLEWSity,AGRPST002,WATEVT,2042,6.623382591
CLEWSity,AGRPST002,WATEVT,2043,7.68834443
CLEWSity,AGRPST002,WATEVT,2044,8.548267514
CLEWSity,AGRPST002,WATEVT,2045,9.613070712
CLEWSity,AGRPST002,WATEVT,2046,10.66398942
CLEWSity,AGRPST002,WATEVT,2047,11.71572747
CLEWSity,AGRPST002,WATEVT,2048,12.76763115
CLEWSity,AGRPST002,WATEVT,2049,13.82779713
CLEWSity,AGRPST002,WATEVT,2050,15.0922113
CLEWSity,AGRPST002,WATEVT,2051,16.16294482
CLEWSity,AGRPST002,WATEVT,2052,17.46615361
CLEWSity,AGRPST002,WATEVT,2053,18.74327465
CLEWSity,AGRPST002,WATEVT,2054,20.14076199
CLEWSity,AGRPST002,WATEVT,2055,21.51183808
CLEWSity,AGRPST002,WATGRD,2035,0.01390125
CLEWSity,AGRPST002,WATGRD,2036,0.069749391
CLEWSity,AGRPST002,WATGRD,2037,0.124981535
CLEWSity,AGRPST002,WATGRD,2038,0.180259946
CLEWSity,AGRPST002,WATGRD,2039,0.248944165
CLEWSity,AGRPST002,WATGRD,2040,0.276061369
CLEWSity,AGRPST002,WATGRD,2041,0.325942163
CLEWSity,AGRPST002,WATGRD,2042,0.389152914
CLEWSity,AGRPST002,WATGRD,2043,0.451724115
CLEWSity,AGRPST002,WATGRD,2044,0.502248385
CLEWSity,AGRPST002,WATGRD,2045,0.564810265
CLEWSity,AGRPST002,WATGRD,2046,0.62655637
CLEWSity,AGRPST002,WATGRD,2047,0.688350615
CLEWSity,AGRPST002,WATGRD,2048,0.750154592
CLEWSity,AGRPST002,WATGRD,2049,0.812444015
CLEWSity,AGRPST002,WATGRD,2050,0.886733919
CLEWSity,AGRPST002,WATGRD,2051,0.949644231
CLEWSity,AGRPST002,WATGRD,2052,1.02621349
CLEWSity,AGRPST002,WATGRD,2053,1.101249979
CLEWSity,AGRPST002,WATGRD,2054,1.183358519
CLEWSity,AGRPST002,WATGRD,2055,1.263915281
CLEWSity,AGRPST002,WATSUR,2035,0.260400203
CLEWSity,AGRPST002,WATSUR,2036,1.306555551
CLEWSity,AGRPST002,WATSUR,2037,2.341171972
CLEWSity,AGRPST002,WATSUR,2038,3.37665506
CLEWSity,AGRPST002,WATSUR,2039,4.663257658
CLEWSity,AGRPST002,WATSUR,2040,5.239644791
CLEWSity,AGRPST002,WATSUR,2041,6.186382255
CLEWSity,AGRPST002,WATSUR,2042,7.386122302
CLEWSity,AGRPST002,WATSUR,2043,8.573723694
CLEWSity,AGRPST002,WATSUR,2044,9.532674349
CLEWSity,AGRPST002,WATSUR,2045,10.72009883
CLEWSity,AGRPST002,WATSUR,2046,11.89203991
CLEWSity,AGRPST002,WATSUR,2047,13.06489467
CLEWSity,AGRPST002,WATSUR,2048,14.23793415
CLEWSity,AGRPST002,WATSUR,2049,15.4201874
CLEWSity,AGRPST002,WATSUR,2050,16.83020978
CLEWSity,AGRPST002,WATSUR,2051,18.02424751
CLEWSity,AGRPST002,WATSUR,2052,19.47753205
CLEWSity,AGRPST002,WATSUR,2053,20.90172461
CLEWSity,AGRPST002,WATSUR,2054,22.46014469
CLEWSity,AGRPST002,WATSUR,2055,23.98911203
CLEWSity,FORWOO001,WOO,2020,9.041
CLEWSity,FORWOO001,WOO,2021,9.103
CLEWSity,FORWOO001,WOO,2022,9.167
CLEWSity,FORWOO001,WOO,2023,9.233
CLEWSity,FORWOO001,WOO,2024,9.302
CLEWSity,FORWOO001,WOO,2025,9.374
CLEWSity,FORWOO001,WOO,2026,9.448
CLEWSity,FORWOO001,WOO,2027,9.525
CLEWSity,FORWOO001,WOO,2028,9.605
CLEWSity,FORWOO001,WOO,2029,9.688
CLEWSity,FORWOO001,WOO,2030,9.773
CLEWSity,FORWOO001,WOO,2031,9.862
CLEWSity,FORWOO001,WOO,2032,9.953
CLEWSity,FORWOO001,WOO,2033,10.048
CLEWSity,FORWOO001,WOO,2034,10.145
CLEWSity,FORWOO001,WOO,2035,10.246
CLEWSity,FORWOO001,WOO,2036,10.35
CLEWSity,FORWOO001,WOO,2037,10.458
CLEWSity,FORWOO001,WOO,2038,10.568
CLEWSity,FORWOO001,WOO,2039,10.683
CLEWSity,FORWOO001,WOO,2040,10.8
CLEWSity,FORWOO001,WOO,2041,10.922
CLEWSity,FORWOO001,WOO,2042,11.047
CLEWSity,FORWOO001,WOO,2043,11.175
CLEWSity,FORWOO001,WOO,2044,11.308
CLEWSity,FORWOO001,WOO,2045,11.444
CLEWSity,FORWOO001,WOO,2046,11.584
CLEWSity,FORWOO001,WOO,2047,11.729
CLEWSity,FORWOO001,WOO,2048,11.877
CLEWSity,FORWOO001,WOO,2049,12.03
CLEWSity,FORWOO001,WOO,2050,12.187
CLEWSity,FORWOO001,WOO,2051,12.288
CLEWSity,FORWOO001,WOO,2052,12.389
CLEWSity,FORWOO001,WOO,2053,12.489
CLEWSity,FORWOO001,WOO,2054,12.588
CLEWSity,FORWOO001,WOO,2055,12.685
CLEWSity,IMPDSL001,DSL,2020,6.242903588
CLEWSity,IMPDSL001,DSL,2021,8.883579473
CLEWSity,IMPDSL001,DSL,2022,13.10182675
CLEWSity,IMPDSL001,DSL,2023,16.947749
CLEWSity,IMPDSL001,DSL,2024,19.74841746
CLEWSity,IMPDSL001,DSL,2025,24.6267303
CLEWSity,IMPDSL001,DSL,2026,19.60944126
CLEWSity,IMPDSL001,DSL,2027,18.18231901
CLEWSity,IMPDSL001,DSL,2028,22.19493283
CLEWSity,IMPDSL001,DSL,2029,23.95767563
CLEWSity,IMPDSL001,DSL,2030,29.1019377
CLEWSity,IMPDSL001,DSL,2031,25.04251698
CLEWSity,IMPDSL001,DSL,2032,22.29036452
CLEWSity,IMPDSL001,DSL,2033,19.48553137
CLEWSity,IMPDSL001,DSL,2034,18.60625501
CLEWSity,IMPDSL001,DSL,2035,15.79224208
CLEWSity,IMPDSL001,DSL,2036,13.84064529
CLEWSity,IMPDSL001,DSL,2037,11.88553473
CLEWSity,IMPDSL001,DSL,2038,9.996753107
CLEWSity,IMPDSL001,DSL,2039,9.387864719
CLEWSity,IMPDSL001,DSL,2040,28.70825069
CLEWSity,IMPDSL001,DSL,2041,27.9999468
CLEWSity,IMPDSL001,DSL,2042,27.13390295
CLEWSity,IMPDSL001,DSL,2043,27.6521392
CLEWSity,IMPDSL001,DSL,2044,30.5720844
CLEWSity,IMPDSL001,DSL,2045,34.76667109
CLEWSity,IMPDSL001,DSL,2046,61.53969442
CLEWSity,IMPDSL001,DSL,2047,65.85601089
CLEWSity,IMPDSL001,DSL,2048,71.59150162
CLEWSity,IMPDSL001,DSL,2049,77.74194079
CLEWSity,IMPDSL001,DSL,2050,95.84214594
CLEWSity,IMPDSL001,DSL,2051,122.364537
CLEWSity,IMPDSL001,DSL,2052,151.5368985
CLEWSity,IMPDSL001,DSL,2053,178.9968
CLEWSity,IMPDSL001,DSL,2054,207.2726618
CLEWSity,IMPDSL001,DSL,2055,238.755419
CLEWSity,IMPGSL001,GSL,2020,1.72751589
CLEWSity,IMPGSL001,GSL,2021,1.623385445
CLEWSity,IMPGSL001,GSL,2022,1.646739939
CLEWSity,IMPGSL001,GSL,2023,1.671022773
CLEWSity,IMPGSL001,GSL,2024,1.694199952
CLEWSity,IMPGSL001,GSL,2025,1.719097929
CLEWSity,IMPGSL001,GSL,2026,1.742450677
CLEWSity,IMPGSL001,GSL,2027,1.766760548
CLEWSity,IMPGSL001,GSL,2028,1.789924402
CLEWSity,IMPGSL001,GSL,2029,1.814809302
CLEWSity,IMPGSL001,GSL,2030,1.838161414
CLEWSity,IMPGSL001,GSL,2031,1.871216539
CLEWSity,IMPGSL001,GSL,2032,1.903033034
CLEWSity,IMPGSL001,GSL,2033,1.936568778
CLEWSity,IMPGSL001,GSL,2034,1.964093562
CLEWSity,IMPGSL001,GSL,2035,1.983938816
CLEWSity,IMPGSL001,GSL,2036,2.026886633
CLEWSity,IMPGSL001,GSL,2037,2.063558898
CLEWSity,IMPGSL001,GSL,2038,2.101098032
CLEWSity,IMPGSL001,GSL,2039,2.138944859
CLEWSity,IMPGSL001,GSL,2040,2.222838832
CLEWSity,IMPGSL001,GSL,2041,2.27140443
CLEWSity,IMPGSL001,GSL,2042,2.333798544
CLEWSity,IMPGSL001,GSL,2043,2.390287114
CLEWSity,IMPGSL001,GSL,2044,2.444840725
CLEWSity,IMPGSL001,GSL,2045,2.501133557
CLEWSity,IMPGSL001,GSL,2046,2.548180117
CLEWSity,IMPGSL001,GSL,2047,2.59623698
CLEWSity,IMPGSL001,GSL,2048,2.644498221
CLEWSity,IMPGSL001,GSL,2049,2.697320078
CLEWSity,IMPGSL001,GSL,2050,2.751100831
CLEWSity,IMPGSL001,GSL,2051,2.816961373
CLEWSity,IMPGSL001,GSL,2052,2.897618466
CLEWSity,IMPGSL001,GSL,2053,3.076873447
CLEWSity,IMPGSL001,GSL,2054,3.209260271
CLEWSity,IMPGSL001,GSL,2055,3.326020696
CLEWSity,LNDAGR001,LNDAGR,2020,3792.506953
CLEWSity,LNDAGR001,LNDAGR,2021,3840.773706
CLEWSity,LNDAGR001,LNDAGR,2022,3913.276919
CLEWSity,LNDAGR001,LNDAGR,2023,3985.868307
CLEWSity,LNDAGR001,LNDAGR,2024,4058.354394
CLEWSity,LNDAGR001,LNDAGR,2025,4154.914184
CLEWSity,LNDAGR001,LNDAGR,2026,4227.416993
CLEWSity,LNDAGR001,LNDAGR,2027,4300.010956
CLEWSity,LNDAGR001,LNDAGR,2028,4396.405651
CLEWSity,LNDAGR001,LNDAGR,2029,4469.054378
CLEWSity,LNDAGR001,LNDAGR,2030,4565.466705
CLEWSity,LNDAGR001,LNDAGR,2031,4662.837712
CLEWSity,LNDAGR001,LNDAGR,2032,4736.180877
CLEWSity,LNDAGR001,LNDAGR,2033,4833.597419
CLEWSity,LNDAGR001,LNDAGR,2034,4929.905119
CLEWSity,LNDAGR001,LNDAGR,2035,5000
CLEWSity,LNDAGR001,LNDAGR,2036,5000
CLEWSity,LNDAGR001,LNDAGR,2037,5000
CLEWSity,LNDAGR001,LNDAGR,2038,5000
CLEWSity,LNDAGR001,LNDAGR,2039,5000
CLEWSity,LNDAGR001,LNDAGR,2040,5000
CLEWSity,LNDAGR001,LNDAGR,2041,5000
CLEWSity,LNDAGR001,LNDAGR,2042,5000
CLEWSity,LNDAGR001,LNDAGR,2043,5000
CLEWSity,LNDAGR001,LNDAGR,2044,5000
CLEWSity,LNDAGR001,LNDAGR,2045,5000
CLEWSity,LNDAGR001,LNDAGR,2046,5000
CLEWSity,LNDAGR001,LNDAGR,2047,5000
CLEWSity,LNDAGR001,LNDAGR,2048,5000
CLEWSity,LNDAGR001,LNDAGR,2049,5000
CLEWSity,LNDAGR001,LNDAGR,2050,5000
CLEWSity,LNDAGR001,LNDAGR,2051,5000
CLEWSity,LNDAGR001,LNDAGR,2052,5000
CLEWSity,LNDAGR001,LNDAGR,2053,5000
CLEWSity,LNDAGR001,LNDAGR,2054,5000
CLEWSity,LNDAGR001,LNDAGR,2055,5000
CLEWSity,LNDBLT001,LND001,2020,750
CLEWSity,LNDBLT001,LND001,2021,758
CLEWSity,LNDBLT001,LND001,2022,765
CLEWSity,LNDBLT001,LND001,2023,773
CLEWSity,LNDBLT001,LND001,2024,780
CLEWSity,LNDBLT001,LND001,2025,788
CLEWSity,LNDBLT001,LND001,2026,796
CLEWSity,LNDBLT001,LND001,2027,804
CLEWSity,LNDBLT001,LND001,2028,812
CLEWSity,LNDBLT001,LND001,2029,820
CLEWSity,LNDBLT001,LND001,2030,828
CLEWSity,LNDBLT001,LND001,2031,837
CLEWSity,LNDBLT001,LND001,2032,845
CLEWSity,LNDBLT001,LND001,2033,854
CLEWSity,LNDBLT001,LND001,2034,862
CLEWSity,LNDBLT001,LND001,2035,871
CLEWSity,LNDBLT001,LND001,2036,879
CLEWSity,LNDBLT001,LND001,2037,888
CLEWSity,LNDBLT001,LND001,2038,897
CLEWSity,LNDBLT001,LND001,2039,906
CLEWSity,LNDBLT001,LND001,2040,915
CLEWSity,LNDBLT001,LND001,2041,924
CLEWSity,LNDBLT001,LND001,2042,934
CLEWSity,LNDBLT001,LND001,2043,943
CLEWSity,LNDBLT001,LND001,2044,952
CLEWSity,LNDBLT001,LND001,2045,962
CLEWSity,LNDBLT001,LND001,2046,971
CLEWSity,LNDBLT001,LND001,2047,981
CLEWSity,LNDBLT001,LND001,2048,991
CLEWSity,LNDBLT001,LND001,2049,1001
CLEWSity,LNDBLT001,LND001,2050,1011
CLEWSity,LNDBLT001,LND001,2051,1021
CLEWSity,LNDBLT001,LND001,2052,1031
CLEWSity,LNDBLT001,LND001,2053,1042
CLEWSity,LNDBLT001,LND001,2054,1052
